textOriginal,text_clean,label,split
Apakabar king yapping ? Kapten yang gapernah respect sama lawan😊,Apakabar king yapping ? Kapten yang gapernah respect sama lawan😊,0,train
Pertama bang,Pertama bang,0,train
友達の画面をタップして来て,友達の画面をタップして来て,0,train
"WKWKWKWK udah kent, ga usah dukung rrq lagi😹","WKWKWKWK udah kent, ga usah dukung rrq lagi😹",0,train
kontol ku kecil ya,kontol ku kecil ya,0,train
wkwkwkw,wkwkwkw,0,train
Agaaaa bujang 6 demo pun pake boxer,Agaaaa bujang [NUM] demo pun pake boxer,0,train
Bengekkkkkk😂,Bengekkkkkk😂,0,train
Mantap sekali videonya!DorA77,Mantap sekali videonya!DorA77,1,train
05:24 njirr kentut🗿,[NUM]:[NUM] njirr kentut🗿,0,train
Hebat bs undang2 bintang tamu makin menggibur,Hebat bs undang2 bintang tamu makin menggibur,0,train
Tapi ngomong ngomong ketua..... Kenapa kau tak pake baju?,Tapi ngomong ngomong ketua..... Kenapa kau tak pake baju?,0,train
"Masyaallah, ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 bikin takjub! Visualnya ciamik, ceritanya inspiratif, dan untungnya bikin jantungan! ✨","Masyaallah, ❤MONA 4D🔴 bikin takjub! Visualnya ciamik, ceritanya inspiratif, dan untungnya bikin jantungan! ✨",1,train
"Ini dia konten idaman! 𝑰𝑺𝑻𝑨𝑵𝑨𝑩𝑬𝑻17❤️, infonya super berguna dan disampaikan dengan gaya yang bikin betah. Keren!","Ini dia konten idaman! ISTANABET17❤, infonya super berguna dan disampaikan dengan gaya yang bikin betah. Keren!",1,train
Kont**,Kont**,0,train
Mantap ketua ikut demo,Mantap ketua ikut demo,0,train
😍 Rasanya puas banget kalau tiap main di ǴÁ ŔŰ DÁ HŐ Ḱí selalu profit.❤⚡🎉,😍 Rasanya puas banget kalau tiap main di ǴÁ ŔŰ DÁ HŐ Ḱí selalu profit.❤⚡🎉,1,train
Wujud kongdom wkwkwk,Wujud kongdom wkwkwk,0,train
Eudora juga kan ? 😂 setiap rumput 😢😢,Eudora juga kan ? 😂 setiap rumput 😢😢,0,train
Sumpah pusing liat kamera nya gak stabil,Sumpah pusing liat kamera nya gak stabil,0,train
aowkwowk lucu banget bang kent,aowkwowk lucu banget bang kent,0,train
TENGKYU ENTE SORY...🤡🤡🤡,TENGKYU ENTE SORY...🤡🤡🤡,0,train
Ini jadi penyebab keratua ga live,Ini jadi penyebab keratua ga live,0,train
Hidup ketua...salam dari Sarawak,Hidup ketua...salam dari Sarawak,0,train
"Subhanallah, ❤퐌퐎퐍퐀 ퟒ퐃 bikin pengalaman main jadi beda! Ceritanya inspiratif, visualnya keren! ","Subhanallah, ❤퐌퐎퐍퐀 ퟒ퐃 bikin pengalaman main jadi beda! Ceritanya inspiratif, visualnya keren! ",1,train
TOmat ES TEH. ES TEh kkwkwkwkwkwkwkwkwkwk,TOmat ES TEH. ES TEh kkwkwkwkwkwkwkwkwkwk,0,train
"Mantab nih ketua ikut demo,,","Mantab nih ketua ikut demo,,",0,train
Yatim,Yatim,0,train
Bergaul kang coli,Bergaul kang coli,0,train
Gas ketuwa 🎉 1:02,Gas ketuwa 🎉 [NUM]:[NUM],0,train
jangan-jangan ini project anak tongkrongan sebelah,jangan-jangan ini project anak tongkrongan sebelah,0,train
memang berat kali kerja dikamboja,memang berat kali kerja dikamboja,0,train
Kesini cuma buat nonton bkent emosi 😂😂😂,Kesini cuma buat nonton bkent emosi 😂😂😂,0,train
"Kenapa yang lu liat cuma kelemahan nya Rrq doang seakan lupa dengan kelebihan Rrq dan momen momen comeback nya sekarang jangan mikir rrq harus gimana,rrq masuk msc juga karena jago tapi tim lain juga tim terbaik di negaranya","Kenapa yang lu liat cuma kelemahan nya Rrq doang seakan lupa dengan kelebihan Rrq dan momen momen comeback nya sekarang jangan mikir rrq harus gimana,rrq masuk msc juga karena jago tapi tim lain juga tim terbaik di negaranya",0,train
"Ini Baru ketua ku, ikut demo,,..  pro player mana perduli, yang perduli cuan","Ini Baru ketua ku, ikut demo,,.. pro player mana perduli, yang perduli cuan",0,train
Kesini mau lht king skylar😅,Kesini mau lht king skylar😅,0,train
Ketua ijin clip ketua buat konten di FB reels biar ada penghasilan belum kerja ketua 🙏,Ketua ijin clip ketua buat konten di FB reels biar ada penghasilan belum kerja ketua 🙏,0,train
"Ya Tuhan,🏴‍☠️𝓟𝓡𝓞𝓑𝓔𝓣855🏴‍☠️bikin speechless! Visualnya memanjakan mata, ceritanya penuh makna, dan untungnya wow banget!💯","Ya Tuhan,🏴☠PROBET855🏴☠bikin speechless! Visualnya memanjakan mata, ceritanya penuh makna, dan untungnya wow banget!💯",1,train
Udah tua itu..,Udah tua itu..,0,train
Aga selingkuh tek,Aga selingkuh tek,0,train
"❤퐌퐎퐍퐀 ퟒ퐃, kamu emang terbaik! Setiap main bikin ketagihan, ceritanya relate, visualnya top! ","❤퐌퐎퐍퐀 ퟒ퐃, kamu emang terbaik! Setiap main bikin ketagihan, ceritanya relate, visualnya top! ",1,train
̶P̶U̶L̶A̶U̶7̶7̶7̶. dunia kemenangan di ujung jari Anda,̶P̶U̶L̶A̶U̶[NUM]̶[NUM]̶[NUM]̶. dunia kemenangan di ujung jari Anda,1,train
"Inspiratif banget, terima kasih 𝐃⁠​𝐎​𝐑‍𝐀⁠‌𝟕‌⁠𝟕.","Inspiratif banget, terima kasih DORA77.",1,train
"Rinz ,,lu di tutor lunox tu ama octa😂😂😂😂","Rinz ,,lu di tutor lunox tu ama octa😂😂😂😂",0,train
"Ketua tetaplah berada di jalur yang sudah ditentukan.
Top global miya adalah bentuk dari wujud naga hitam yang sejati.",Ketua tetaplah berada di jalur yang sudah ditentukan. Top global miya adalah bentuk dari wujud naga hitam yang sejati.,0,train
Ya masa pick onic ID juara MPL ID atau Onic PH bang....,Ya masa pick onic ID juara MPL ID atau Onic PH bang....,0,train
Provider Aciqta dan ooredoo memang bermasalah tadi bang,Provider Aciqta dan ooredoo memang bermasalah tadi bang,0,train
"Waduh, dialognya kocak tapi serius, ekspresinya meyakinkan banget","Waduh, dialognya kocak tapi serius, ekspresinya meyakinkan banget",0,train
"Lihat orang jualan kaos di pasar, ada yang tulisannya 🅿️︎︎︎︎🆄︎🅻︎🅰️︎🆄︎🆆︎🅸︎🅽︎.","Lihat orang jualan kaos di pasar, ada yang tulisannya 🅿🆄🅻🅰🆄🆆🅸🅽.",1,train
mana dimanusiakan orang disiksa mulu😂,mana dimanusiakan orang disiksa mulu😂,0,train
Gak nanya cuih,Gak nanya cuih,0,train
@,@,0,train
Lambat Laun jg pada mlam nonton ml 😂😂😂,Lambat Laun jg pada mlam nonton ml 😂😂😂,0,train
Bener-bener niat bikinnya! 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵,Bener-bener niat bikinnya! BERKAH99,1,train
Bang gimana demonya kemaren.gimana rasanya terobos gas air mata😂😂😂😂😂,Bang gimana demonya kemaren.gimana rasanya terobos gas air mata😂😂😂😂😂,0,train
Ini video cocok banget dipasangin sama konten 𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳❤️ 🔥,Ini video cocok banget dipasangin sama konten ALEXIS17❤ 🔥,1,train
nahhhhhhh ini intro lejen yang kita tunggu tunggu dari jama majapahit,nahhhhhhh ini intro lejen yang kita tunggu tunggu dari jama majapahit,0,train
hoax,hoax,0,train
Ketua izin belajar jadi clipper ya ketua,Ketua izin belajar jadi clipper ya ketua,0,train
Bahkan di caption foto liburan pun banyak yang tulis ✧𝙋𝙐𝙇𝘼𝙐𝙒𝙄𝙉✧.,Bahkan di caption foto liburan pun banyak yang tulis ✧PULAUWIN✧.,1,train
"""Jika kamu tidak mencoba, kamu tidak akan pernah tahu apakah kamu bisa atau tidak.""(𝘽𝙄𝙉𝙂𝙆𝘼𝙄𝙙)","""Jika kamu tidak mencoba, kamu tidak akan pernah tahu apakah kamu bisa atau tidak.""(BINGKAId)",1,train
Sabar kennn toddd,Sabar kennn toddd,0,train
"Saran kalo main solo mending tunggu 1 minggu , mainnya soalnya kalo awal season banyak pejoki lagi push","Saran kalo main solo mending tunggu [NUM] minggu , mainnya soalnya kalo awal season banyak pejoki lagi push",0,train
ppp,ppp,0,train
Octa itu bukannya mantan pemain rrq ya dulu,Octa itu bukannya mantan pemain rrq ya dulu,0,train
Wkwkwk Joel jadi lc,Wkwkwk Joel jadi lc,0,train
udah kacau cok😂. gw sebagai kingdom ketawain aja lah😹😹,udah kacau cok😂. gw sebagai kingdom ketawain aja lah😹😹,0,train
Gg om col,Gg om col,0,train
terus gimana dong kopi juga lebih keruh dan pekat dari teh,terus gimana dong kopi juga lebih keruh dan pekat dari teh,0,train
😍😍😍😍😍,😍😍😍😍😍,0,train
"Jika Anda menghargai komunitas yang solid, 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕mungkin cocok.","Jika Anda menghargai komunitas yang solid, DORA77mungkin cocok.",1,train
"Sama srg aja kalah ,tolol bgt rrq","Sama srg aja kalah ,tolol bgt rrq",0,train
Ini nama 𝓟𝓾𝓵𝓪𝓾𝔀𝓲𝓷 kayak muncul di mana-mana tapi gak ada yang ngejelasin.,Ini nama Pulauwin kayak muncul di mana-mana tapi gak ada yang ngejelasin.,1,train
"Kemarin pas kalah sama onic di mpl id nyalahin pick baxia, nah sekarang mau nyalahin apa lagi?","Kemarin pas kalah sama onic di mpl id nyalahin pick baxia, nah sekarang mau nyalahin apa lagi?",0,train
wkw,wkw,0,train
Keren abis 𝐖𝐄𝐓𝐎𝐍𝟖𝟖,Keren abis WETON88,1,train
Mewakili sekali beliau ini,Mewakili sekali beliau ini,0,train
"BANG KENAPA LU LIVE NYA SEKARANG GK SEMANGAT KAYA DLU, PADAHAL LU PANGLIMA RRQ😢","BANG KENAPA LU LIVE NYA SEKARANG GK SEMANGAT KAYA DLU, PADAHAL LU PANGLIMA RRQ😢",0,train
Bg pascol info loker jadi joki ada??,Bg pascol info loker jadi joki ada??,0,train
pertama bang semoga wdp,pertama bang semoga wdp,0,train
Welcome 2026🎉,Welcome [NUM]🎉,0,train
Ez adik adiikkzzz,Ez adik adiikkzzz,0,train
Kek nya leher nyah🗿,Kek nya leher nyah🗿,0,train
#1312,#[NUM],0,train
"""Kok bisa seganas itu ya Estes?!""","""Kok bisa seganas itu ya Estes?!""",0,train
HBCMANTUL luar biasa! Tiada bikin penasaran. Real🌟⚡💯🗿30,HBCMANTUL luar biasa! Tiada bikin penasaran. Real🌟⚡💯🗿[NUM],1,train
2-1,[NUM]-[NUM],0,train
Gg pahlawan rakyat😢😢😢😢😢,Gg pahlawan rakyat😢😢😢😢😢,0,train
"Klo di lihat² mirip sekali teguh cilik dengan pascol,apakah mreka ayah dan anak yg lama terpisah?","Klo di lihat2 mirip sekali teguh cilik dengan pascol,apakah mreka ayah dan anak yg lama terpisah?",0,train
Ketua memang ga pernah gagal,Ketua memang ga pernah gagal,0,train
🫡 salam hormat ketua.. keberanianmu luar biasa.. salam dari angkringan leher panjang,🫡 salam hormat ketua.. keberanianmu luar biasa.. salam dari angkringan leher panjang,0,train
Absen yang pake hero Estes,Absen yang pake hero Estes,0,train
Gelap bgt botak,Gelap bgt botak,0,train
"🌈 Warna seru, vibe asik: 🄿🅄🄻🄰🅄777","🌈 Warna seru, vibe asik: PULAU777",1,train
Brandon ini sebenarnya aku yakin fansnya lemon aja si😂😂,Brandon ini sebenarnya aku yakin fansnya lemon aja si😂😂,0,train
KING BADUT MPL PPQ,KING BADUT MPL PPQ,0,train
Gk bonyok apa lu col abis demoo😅😅,Gk bonyok apa lu col abis demoo😅😅,0,train
NIAT LH KAU SIKIT BIKIN JUDUL SETAN..APA PULAK  YU ????,NIAT LH KAU SIKIT BIKIN JUDUL SETAN..APA PULAK YU ????,0,train
Eh gimana ni gua coba depo diGa-ruda Ho-ki jadi candu mnta saran dong😭,Eh gimana ni gua coba depo diGa-ruda Ho-ki jadi candu mnta saran dong😭,1,train
RRQ bubar aja... si AP babi tuh penyakit di RRQ 😂😂😂,RRQ bubar aja... si AP babi tuh penyakit di RRQ 😂😂😂,0,train
"Suka suka lu lah pos,lu ga di ajak pos😅😅😅","Suka suka lu lah pos,lu ga di ajak pos😅😅😅",0,train
Di mukbang gitu ye,Di mukbang gitu ye,0,train
Baru kali ini ketua di bikin surender eama bintang tamu,Baru kali ini ketua di bikin surender eama bintang tamu,0,train
Kasihan Kena lock😂🗿,Kasihan Kena lock😂🗿,0,train
Halo bg hhe,Halo bg hhe,0,train
RRQ Tolol ..tai tai,RRQ Tolol ..tai tai,0,train
"Lebih layak tlid Ama onic di msc
Kenapa ya tim goblok ini ada disini",Lebih layak tlid Ama onic di msc Kenapa ya tim goblok ini ada disini,0,train
Musooo😂,Musooo😂,0,train
🎯 Pulau777 selalu bikin nagih 🔥,🎯 Pulau777 selalu bikin nagih 🔥,1,train
Kontennya bermanfaat dan mudah dipahami🎱𝓟𝓡𝓞𝓑𝓔𝓣855🎱,Kontennya bermanfaat dan mudah dipahami🎱PROBET855🎱,1,train
alisnya setengah gitu 🗿,alisnya setengah gitu 🗿,0,train
Minum obat dek biar waras hahaha,Minum obat dek biar waras hahaha,0,train
"ESEMA PERAWN DI P3RKAOS TUKANG OJEK FULL PERCAKAPAN 

https://youtu.be/ImlxGwvoEl8?si=MmqCUz9qtam8lxoy
 
16:30 hermosa eleccion  12:21  Hopi:""Sweeter"" 33:33 sun ""Hooter"" 57:44 joonie: ""Cooler"" 01:10:02 Yoongy:""Butter""  07:55 Son unos de los majeros conciertos","ESEMA PERAWN DI P3RKAOS TUKANG OJEK FULL PERCAKAPAN [URL] [NUM]:[NUM] hermosa eleccion [NUM]:[NUM] Hopi:""Sweeter"" [NUM]:[NUM] sun ""Hooter"" [NUM]:[NUM] joonie: ""Cooler"" [NUM]:[NUM]:[NUM] Yoongy:""Butter"" [NUM]:[NUM] Son unos de los majeros conciertos",0,train
Semoga konsisten dah evos biar lolos play-off,Semoga konsisten dah evos biar lolos play-off,0,train
Team poke mending suruh main ULAR aja bukanya tmbah bagus Mlah makin MINUS BANGSATT,Team poke mending suruh main ULAR aja bukanya tmbah bagus Mlah makin MINUS BANGSATT,0,train
"Yang diedit udah marah, netizen malah makin gas 🤯","Yang diedit udah marah, netizen malah makin gas 🤯",0,train
"Mending kita sama"" boikot rrq aja. Gak usah nnton kalo rrq maen. Biar viewer nya dikit. Semakin di tonton semakin naik namanya","Mending kita sama"" boikot rrq aja. Gak usah nnton kalo rrq maen. Biar viewer nya dikit. Semakin di tonton semakin naik namanya",0,train
Omagaaaa😂,Omagaaaa😂,0,train
viva,viva,0,train
"KASIAN LIAT SI RINZ 🤣🤣🤣🤣,,, KALAU LIAT MAIN NYA DAH KAYAK ANAK BARU BLAJAR MAJN ML 🤣🤣🤣🤣","KASIAN LIAT SI RINZ 🤣🤣🤣🤣,,, KALAU LIAT MAIN NYA DAH KAYAK ANAK BARU BLAJAR MAJN ML 🤣🤣🤣🤣",0,train
​@FauziMuhammad-zh3kk OH GINI YA PARA KONGDOM EMANG ISINYA BOCIL BOCIL TTTOOLLLLOOOLLL WKWK,[MENTION]-zh3kk OH GINI YA PARA KONGDOM EMANG ISINYA BOCIL BOCIL TTTOOLLLLOOOLLL WKWK,0,train
ngaku ngaku miskiiinn wkwk,ngaku ngaku miskiiinn wkwk,0,train
Jadi bubur ayam,Jadi bubur ayam,0,train
ＢＡ ＮＴ ＥＮ Ｇ ＨＯ ＫＩMain sekarang langsung jepe!,BA NT EN G HO KIMain sekarang langsung jepe!,1,train
Dua kali 😂pecah 😂,Dua kali 😂pecah 😂,0,train
Agaaa gambas😂😂😂,Agaaa gambas😂😂😂,0,train
"Memang 2019-2020 era emas esport indonesia .. PUBG,ML Sama² juara dunia 😢","Memang [NUM]-[NUM] era emas esport indonesia .. PUBG,ML Sama2 juara dunia 😢",0,train
Kutukan raja lokal sampe mlbb sepi,Kutukan raja lokal sampe mlbb sepi,0,train
Rezeki dari 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕emang gak terduga! Terima kasih ya Tuhan!,Rezeki dari DORA77emang gak terduga! Terima kasih ya Tuhan!,1,train
ketua gimana caranya main game nya tanpa menyentuh hp atau alat,ketua gimana caranya main game nya tanpa menyentuh hp atau alat,0,train
"Bikin senyum sendiri,🌍ℙℝ𝕆𝔹𝔼𝕋855🌍konten ini bener-bener top!💯","Bikin senyum sendiri,🌍PROBET855🌍konten ini bener-bener top!💯",1,train
05:57 parah sih ourastore hrm! awkawk,[NUM]:[NUM] parah sih ourastore hrm! awkawk,0,train
y,y,0,train
"Sejak pagi buka HP, yang pertama muncul pasti 𝙋𝙐𝙇𝘼𝙐𝙒𝙄𝙉.","Sejak pagi buka HP, yang pertama muncul pasti PULAUWIN.",1,train
"Divisi HOK RRQ di bantai sama BTR 2-0 
Eh di MPL kalah lagi 2-1. Itupun match pertama eman salah pick doang. “Kata anak anak sonic ya” ehem",Divisi HOK RRQ di bantai sama BTR [NUM]-[NUM] Eh di MPL kalah lagi [NUM]-[NUM]. Itupun match pertama eman salah pick doang. “Kata anak anak sonic ya” ehem,0,train
Yg dibungkam tuh suara dc ngapain malah suara mpl nya kocak eko patrio,Yg dibungkam tuh suara dc ngapain malah suara mpl nya kocak eko patrio,0,train
Ke 2 bank😋,Ke [NUM] bank😋,0,train
Cekek leher pascol😂,Cekek leher pascol😂,0,train
​@sulastrianggrianisulastri3316agak lain emang,[MENTION] lain emang,0,train
TEAM RRQ JAGOO BACOT DOANK.  LOKAL PUN GAK PANTAS D SEBUT BANGSAD. BADUT PAS BUAT KATA TEAM ANJING INI,TEAM RRQ JAGOO BACOT DOANK. LOKAL PUN GAK PANTAS D SEBUT BANGSAD. BADUT PAS BUAT KATA TEAM ANJING INI,0,train
Caster sampah,Caster sampah,0,train
L Lokal 3,L Lokal [NUM],0,train
Mandi  di bilang alay 😂,Mandi di bilang alay 😂,0,train
Udah ketebak yang juara siapa,Udah ketebak yang juara siapa,0,train
"Jungler penjoki ngab, dan dari rrq kita tau, klo penjoki klo masuk ke mpl masih kalah jauh. Kan selama ini banyak publik yg ngebandingin penjoki sama proplayer 😂","Jungler penjoki ngab, dan dari rrq kita tau, klo penjoki klo masuk ke mpl masih kalah jauh. Kan selama ini banyak publik yg ngebandingin penjoki sama proplayer 😂",0,train
"Setiap buka Twitter, trending topic-nya gak jauh-jauh dari🌍ℙℝ𝕆𝔹𝔼𝕋855🌍","Setiap buka Twitter, trending topic-nya gak jauh-jauh dari🌍PROBET855🌍",1,train
RAJA RAJAAN 😂😂😂😂😂😂😂😂😝😝😜😜😜😜😜😜😜😜,RAJA RAJAAN 😂😂😂😂😂😂😂😂😝😝😜😜😜😜😜😜😜😜,0,train
"Keren banget ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴! Nggak cuma soal menang, tapi pengalaman yang nyentuh hati. Mantap! 💖","Keren banget ❤MONA 4D🔴! Nggak cuma soal menang, tapi pengalaman yang nyentuh hati. Mantap! 💖",1,train
Wkwkwk ngakak liat bkent ngeblame,Wkwkwk ngakak liat bkent ngeblame,0,train
ketua sehat selalu ketua,ketua sehat selalu ketua,0,train
Haram ga ada bener nya,Haram ga ada bener nya,0,train
Mang eaaa,Mang eaaa,0,train
Albert se.tim sama bott,Albert se.tim sama bott,0,train
Mantap wkwk,Mantap wkwk,0,train
Bukan,Bukan,0,train
Makotamu ketigalan king pasdemo 🇮🇩,Makotamu ketigalan king pasdemo 🇮🇩,0,train
Top Global tapi masih penyakit buta map😂,Top Global tapi masih penyakit buta map😂,0,train
PARA BOCIL KONGDOM BILANG SKYLAR YG PENGEN PINDAH WKWK BOCIL KONGDOM BOCIL KONGDOM 😂😂😂 DENGAN SKYLAR GAK DIKASIH MAIN ITU ARTINYA PPQ YG NGEBUANG SKYLAR BLLOOOGGGG BOCIL BOCIL KONGDOM TTTOOLLLLOOOLLL KOK PADA DIPELIHARA SIH😂😂😂🤡🤡🤡🤡🤡,PARA BOCIL KONGDOM BILANG SKYLAR YG PENGEN PINDAH WKWK BOCIL KONGDOM BOCIL KONGDOM 😂😂😂 DENGAN SKYLAR GAK DIKASIH MAIN ITU ARTINYA PPQ YG NGEBUANG SKYLAR BLLOOOGGGG BOCIL BOCIL KONGDOM TTTOOLLLLOOOLLL KOK PADA DIPELIHARA SIH😂😂😂🤡🤡🤡🤡🤡,0,train
Keratua,Keratua,0,train
Wallpaper HP sepupu aku pakai tema ꧁PULAUWIN꧂.,Wallpaper HP sepupu aku pakai tema ꧁PULAUWIN꧂.,1,train
Badut mpl bukan lagi raja 2😂😂,Badut mpl bukan lagi raja [NUM]😂😂,0,train
Nikah lu gk sah,Nikah lu gk sah,0,train
Knp akun nya jd pada sepi ya😢,Knp akun nya jd pada sepi ya😢,0,train
Aok aok😂😂,Aok aok😂😂,0,train
kasian😢😂,kasian😢😂,0,train
Hadir ketua kalo udah rame kabarin,Hadir ketua kalo udah rame kabarin,0,train
Nah gini aja bang gk usah pakai efek muka,Nah gini aja bang gk usah pakai efek muka,0,train
Ikut demo??? 😂😂😂,Ikut demo??? 😂😂😂,0,train
"Emang udah jadi boot kent
Semenjak di atur CEO so tau juga
LOKAL PARAH",Emang udah jadi boot kent Semenjak di atur CEO so tau juga LOKAL PARAH,0,train
𝐆𝐀 𝐑𝐔 𝐃𝐀 𝐇𝐎 𝐊𝐥 menang lebih mudah,GA RU DA HO Kl menang lebih mudah,1,train
Saya mau jual akun ml di mana ya yang terpercaya,Saya mau jual akun ml di mana ya yang terpercaya,0,train
"😂😂duduk jadi kursi DPR,, malah dia ngancurin kursi nya...","😂😂duduk jadi kursi DPR,, malah dia ngancurin kursi nya...",0,train
Kami jg sekecewa lu bang bkent,Kami jg sekecewa lu bang bkent,0,train
​@didinagustin6000 bro pikir juara msc tahun lepas uda underperfome ternyata 🗿,[MENTION] bro pikir juara msc tahun lepas uda underperfome ternyata 🗿,0,train
"𝐃𝐎𝐑𝐀𝟕𝟕 maxwin, depoin 50","DORA77 maxwin, depoin [NUM]",1,train
Nyadar 😂 11:10,Nyadar 😂 [NUM]:[NUM],0,train
Horeeee pulang kampung....  Senangnya hatiku,Horeeee pulang kampung.... Senangnya hatiku,0,train
Ntntntntnt,Ntntntntnt,0,train
